id_terraza,id_local,id_distrito_local,desc_distrito_local,id_barrio_local,desc_barrio_local,id_ndp_edificio,id_clase_ndp_edificio,id_vial_edificio,clase_vial_edificio,desc_vial_edificio,nom_edificio,num_edificio,Cod_Postal,id_tipo_acceso_local,desc_tipo_acceso_local,id_situacion_local,desc_situacion_local,secuencial_local_PC,Escalera,id_planta_agrupado,id_local_agrupado,coordenada_x_agrupacion,coordenada_y_agrupacion,rotulo,id_periodo_terraza,desc_periodo_terraza,id_situacion_terraza,desc_situacion_terraza,Superficie_ES,Superficie_RA,Fecha_confir_ult_decreto_resol,id_ndp_terraza,id_clase_ndp_terraza,id_vial,desc_clase,desc_nombre,nom_terraza,num_terraza,cal_terraza,desc_ubicacion_terraza,hora_ini_LJ_ra,hora_fin_LJ_ra,hora_ini_VS_ra,hora_fin_VS_ra,mesas_aux_es,mesas_aux_ra,mesas_es,mesas_ra,sillas_es,sillas_ra,cal_edificio
3877,280048446,8,FUENCARRAL-EL PARDO ,806,VALVERDE            ,20149845,1,87100,CALLE                   ,MARIA TUBAU                                       ,NUM,19,28050,1,Puerta Calle,1,Abierto,80,H,PB,09,,,CAFETERÍA BAR,1,Anual,1,Abierta,24.83,24.83,16/11/2016,20149845,1,87100,CALLE                   ,MARIA TUBAU                                       ,NUM,19, A,Acera,10:00:00,00:00:00,10:00:00,00:00:00,0,0.0,9,9.0,36,36.0, A
5131,270492002,9,MONCLOA-ARAVACA     ,902,ARGUELLES           ,11052513,1,88999459,PASEO                   ,PINTOR ROSALES                                    ,NUM,28,28008,1,Puerta Calle,1,Abierto,10,,PB,IZ,,,LA CREPERIE EASYCREP,1,Anual,1,Abierta,46.58,46.58,17/01/2017,11052513,1,88999459,PASEO                   ,PINTOR ROSALES                                    ,NUM,28,  ,Acera,10:00:00,00:00:00,10:00:00,00:00:00,0,0.0,13,13.0,49,49.0,  
3878,270154144,11,CARABANCHEL         ,1107,ABRANTES            ,11079270,1,549100,AVENIDA                 ,OPORTO                                            ,NUM,25,28019,1,Puerta Calle,1,Abierto,20,,PB,DR,,,LA TABERNA DE ALEX,1,Anual,1,Abierta,27.0,27.0,16/11/2016,11079270,1,549100,AVENIDA                 ,OPORTO                                            ,NUM,25,  ,Acera,10:00:00,00:00:00,10:00:00,00:00:00,0,0.0,9,9.0,34,34.0,  
5133,280044325,9,MONCLOA-ARAVACA     ,902,ARGUELLES           ,11052437,1,295600,CALLE                   ,FERRAZ                                            ,NUM,38,28008,1,Puerta Calle,1,Abierto,20,,PB,02,,,TXIRIMIRI,1,Anual,1,Abierta,4.08,4.08,17/01/2017,11052437,1,295600,CALLE                   ,FERRAZ                                            ,NUM,38,  ,Acera,10:00:00,00:00:00,10:00:00,00:00:00,0,0.0,3,0.0,5,0.0,  
3882,270199332,10,LATINA              ,1007,LAS AGUILAS         ,11068544,1,624600,PLAZA                   ,RABASA                                            ,NUM,5,28044,1,Puerta Calle,1,Abierto,10,,01,10,,,BAR JULIO,1,Anual,1,Abierta,148.83,148.83,18/11/2016,11068544,1,624600,PLAZA                   ,RABASA                                            ,NUM,5,  ,Plaza peatonal,08:00:00,00:00:00,08:00:00,00:00:00,1,1.0,24,24.0,96,96.0,  
5136,90000160,9,MONCLOA-ARAVACA     ,902,ARGUELLES           ,11052281,1,489700,CALLE                   ,MARTIN DE LOS HEROS                               ,NUM,5,28008,1,Puerta Calle,1,Abierto,20,,PB,,,,L'ART CREPERIE,1,Anual,1,Abierta,9.36,9.36,17/01/2017,11052281,1,489700,CALLE                   ,MARTIN DE LOS HEROS                               ,NUM,5,  ,Acera,10:00:00,00:00:00,10:00:00,00:00:00,0,0.0,4,4.0,12,12.0,  
3891,270022919,3,RETIRO              ,305,LOS JERONIMOS       ,20111863,1,2103,PASEO                   ,REPUBLICA DE PANAMA                               ,NUM,1,28009,1,Puerta Calle,1,Abierto,10,,PB,01,,,FLORIDA RETIRO,1,Anual,1,Abierta,128.36,128.36,21/11/2016,31035286,1,905003,PASEO                   ,FERNAN NUÑEZ                                      ,NUM,26,  ,Otros,10:00:00,00:00:00,10:00:00,00:00:00,0,0.0,38,38.0,184,184.0,  
5137,90000187,9,MONCLOA-ARAVACA     ,902,ARGUELLES           ,11052611,1,88999459,PASEO                   ,PINTOR ROSALES                                    ,NUM,36,28008,1,Puerta Calle,1,Abierto,20,,PB,,,,CAFETERIA ANNA BELLA,1,Anual,1,Abierta,28.49,28.49,17/01/2017,11052611,1,88999459,PASEO                   ,PINTOR ROSALES                                    ,NUM,36,  ,Acera,10:00:00,00:00:00,10:00:00,00:00:00,0,0.0,14,14.0,28,28.0,  
3896,50000963,5,CHAMARTIN           ,505,NUEVA ESPAÑA        ,11026394,1,636900,PLAZA                   ,REPUBLICA DOMINICANA                              ,NUM,4,28016,1,Puerta Calle,1,Abierto,30,,PB,,,,ROXY 63,1,Anual,1,Abierta,58.5,58.5,22/11/2016,31021821,1,610450,CALLE                   ,PRINCIPE DE VERGARA                               ,NUM,283,  ,Acera,10:00:00,00:00:00,10:00:00,00:00:00,0,0.0,17,17.0,64,64.0,  
5139,270034164,9,MONCLOA-ARAVACA     ,901,CASA DE CAMPO       ,11052120,1,687520,GLORIETA                ,SAN VICENTE                                       ,NUM,1,28008,1,Puerta Calle,1,Abierto,20,,PB,L/1,,,HORNO DE SANTA MARÍA,2,Estacional,1,Abierta,49.17,,17/01/2017,11052120,1,687520,GLORIETA                ,SAN VICENTE                                       ,NUM,1,  ,Otros,,,,,0,0.0,16,0.0,61,0.0,  
3909,270435449,5,CHAMARTIN           ,504,HISPANOAMERICA      ,11025262,1,604500,CALLE                   ,POTOSI                                            ,NUM,10,28016,1,Puerta Calle,1,Abierto,20,,PB,2B,,,BARILOCHE,2,Estacional,1,Abierta,39.6,,05/12/2016,11025262,1,604500,CALLE                   ,POTOSI                                            ,NUM,10,  ,Acera,,,,,0,0.0,13,0.0,39,0.0,  
5141,270134340,9,MONCLOA-ARAVACA     ,902,ARGUELLES           ,11052297,1,697500,CALLE                   ,SANTA MARIA MICAELA                               ,NUM,4,28008,1,Puerta Calle,1,Abierto,40,,PB,05,,,TAPA TAPA,1,Anual,1,Abierta,94.32,47.16,17/01/2017,11052297,1,697500,CALLE                   ,SANTA MARIA MICAELA                               ,NUM,4,  ,Calle peatonal,10:00:00,00:00:00,10:00:00,00:00:00,0,0.0,26,12.0,98,46.0,  
3412,280047341,8,FUENCARRAL-EL PARDO ,804,EL PILAR            ,11046443,1,704100,CALLE                   ,SARRIA                                            ,NUM,42,28029,1,Puerta Calle,1,Abierto,10,,PB,01,,,TABERNA LUSITANA,1,Anual,1,Abierta,65.64,36.85,22/04/2016,11046443,1,704100,CALLE                   ,SARRIA                                            ,NUM,42,  ,Calle peatonal,10:00:00,00:00:00,10:00:00,00:00:00,0,0.0,27,14.0,69,34.0,  
5154,280044086,9,MONCLOA-ARAVACA     ,901,CASA DE CAMPO       ,11052102,1,298900,PASEO                   ,FLORIDA                                           ,NUM,31,28008,1,Puerta Calle,1,Abierto,20,,PB,DR,,,SABOREA,2,Estacional,1,Abierta,27.7,,17/01/2017,11052102,1,298900,PASEO                   ,FLORIDA                                           ,NUM,31,  ,Otros,,,,,0,0.0,8,0.0,32,0.0,  
3413,280047386,8,FUENCARRAL-EL PARDO ,804,EL PILAR            ,11046491,1,106100,AVENIDA                 ,BETANZOS                                          ,NUM,37,28029,1,Puerta Calle,1,Abierto,70,,PB,T1,,,BAR LA CABAÑA,1,Anual,1,Abierta,57.59,57.59,22/04/2016,11046491,1,106100,AVENIDA                 ,BETANZOS                                          ,NUM,37, B,Acera,08:00:00,01:00:00,08:00:00,01:00:00,0,0.0,12,12.0,36,36.0, B
5161,110001101,11,CARABANCHEL         ,1107,ABRANTES            ,11079238,1,687800,PLAZA                   ,SAN VICENTE DE PAUL                               ,NUM,4,28025,1,Puerta Calle,1,Abierto,20,,PB,DR,,,RESTAURANTE NUEVO CHINA WORLD,1,Anual,1,Abierta,53.64,53.64,17/01/2017,11079238,1,687800,PLAZA                   ,SAN VICENTE DE PAUL                               ,NUM,4,  ,Plaza peatonal,10:00:00,00:00:00,10:00:00,00:00:00,0,0.0,16,16.0,60,60.0,  
3415,270549546,10,LATINA              ,1004,ALUCHE              ,11065525,1,621850,CALLE                   ,QUERO                                             ,NUM,33,28024,1,Puerta Calle,1,Abierto,20,,PB,02,,,BAR EL BARRIO,1,Anual,1,Abierta,88.74,88.74,25/04/2016,11065525,1,621850,CALLE                   ,QUERO                                             ,NUM,33,  ,Calle peatonal,10:00:00,00:00:00,10:00:00,00:00:00,0,0.0,34,34.0,106,106.0,  
5162,270148416,11,CARABANCHEL         ,1103,SAN ISIDRO          ,11071582,1,664700,CALLE                   ,SAN DAMASO                                        ,NUM,16,28019,1,Puerta Calle,1,Abierto,10,,PB,02,,,BAR LOS AMIGOS,1,Anual,1,Abierta,40.0,40.0,17/01/2017,11071582,1,664700,CALLE                   ,SAN DAMASO                                        ,NUM,16,  ,Acera,10:00:00,00:00:00,10:00:00,00:30:00,0,0.0,10,10.0,40,40.0,  
3431,110004123,11,CARABANCHEL         ,1104,VISTA ALEGRE        ,11079469,1,659900,CALLE                   ,SAN ANTOLIN                                       ,NUM,10,28025,1,Puerta Calle,1,Abierto,10,,PB,06,,,CERVECERIA D'MILA,2,Estacional,1,Abierta,14.18,,26/04/2016,11079469,1,659900,CALLE                   ,SAN ANTOLIN                                       ,NUM,10,  ,Acera,,,,,0,,5,,20,,  
4991,60001770,6,TETUAN              ,602,CUATRO CAMINOS      ,31023146,1,137400,CALLE                   ,POETA JOAN MARAGALL                               ,NUM,15,28020,1,Puerta Calle,1,Abierto,10,,PB,,,,MUSEO DEL JAMON,1,Anual,1,Abierta,100.0,100.0,16/01/2017,11030060,1,334200,CALLE                   ,SAN GERMAN                                        ,NUM,5,  ,Otros,10:00:00,00:00:00,10:00:00,00:00:00,0,0.0,34,34.0,118,118.0, B
3457,270558306,5,CHAMARTIN           ,506,CASTILLA            ,11027331,1,153600,PASEO                   ,CASTELLANA                                        ,NUM,278,28046,1,Puerta Calle,1,Abierto,20,,PB,02,,,STARBUCKS COFFEE,1,Anual,1,Abierta,34.58,34.58,04/05/2016,11027331,1,153600,PASEO                   ,CASTELLANA                                        ,NUM,278,  ,Superficie en parcela privada,08:00:00,00:00:00,08:00:00,00:00:00,0,0.0,10,10.0,29,29.0,  
4993,60000991,6,TETUAN              ,606,BERRUGUETE          ,11038038,1,114600,CALLE                   ,BRAVO MURILLO                                     ,NUM,193,28020,1,Puerta Calle,1,Abierto,30,,PB,,,,REAL ESTAMBUL,2,Estacional,1,Abierta,29.82,,16/01/2017,11038038,1,114600,CALLE                   ,BRAVO MURILLO                                     ,NUM,193,  ,Acera,,,,,0,0.0,8,0.0,32,0.0,  
3473,285020337,10,LATINA              ,1003,LUCERO              ,20086581,1,2385,CALLE                   ,CONCEJAL FRANCISCO JOSE JIMENEZ MARTIN            ,NUM,162,28047,1,Puerta Calle,1,Abierto,20,,PB,05,,,SUPANADERIA,2,Estacional,1,Abierta,53.28,,12/05/2016,20086581,1,2385,CALLE                   ,CONCEJAL FRANCISCO JOSE JIMENEZ MARTIN            ,NUM,162,  ,Calle peatonal,,,,,0,,11,,33,,  
4999,270108001,6,TETUAN              ,604,ALMENARA            ,11031814,1,153600,PASEO                   ,CASTELLANA                                        ,NUM,199,28046,1,Puerta Calle,1,Abierto,10,,PB,01,,,CAFETERIA SOLAIRE,1,Anual,1,Abierta,28.06,27.12,16/01/2017,11031814,1,153600,PASEO                   ,CASTELLANA                                        ,NUM,199,  ,Acera,08:00:00,00:00:00,08:00:00,00:00:00,0,0.0,10,10.0,25,25.0,  
3481,270378718,9,MONCLOA-ARAVACA     ,901,CASA DE CAMPO       ,11052104,1,298900,PASEO                   ,FLORIDA                                           ,NUM,35,28008,1,Puerta Calle,1,Abierto,10,,PB,IZ,,,HORNO SAN ANTONIO PASTELERIA CAFETERIA,2,Estacional,1,Abierta,22.68,,17/05/2016,11052104,1,298900,PASEO                   ,FLORIDA                                           ,NUM,35,  ,Acera,,,,,0,0.0,8,0.0,29,0.0,  
5005,270379286,6,TETUAN              ,602,CUATRO CAMINOS      ,11030007,1,550500,CALLE                   ,ORENSE                                            ,NUM,39,28020,1,Puerta Calle,1,Abierto,30,,PB,C,,,LAS JARRITAS,1,Anual,1,Abierta,6.25,6.25,16/01/2017,11030007,1,550500,CALLE                   ,ORENSE                                            ,NUM,39,  ,Acera,10:00:00,00:00:00,10:00:00,00:00:00,0,0.0,7,7.0,14,14.0,  
3486,285032755,18,VILLA DE VALLECAS   ,1803,ENSANCHE DE VALLECAS,31022360,1,31000629,CALLE                   ,MAZATERON                                         ,NUM,10,28051,1,Puerta Calle,1,Abierto,10,,PB,01A,,,MAMMA COOKIE,1,Anual,1,Abierta,59.13,43.2,19/05/2016,31027562,1,31000516,AVENIDA                 ,LA GAVIA                                          ,NUM,4,  ,Acera,08:00:00,00:00:00,08:00:00,00:00:00,0,0.0,14,10.0,56,40.0,  
5007,60000122,6,TETUAN              ,605,VALDEACEDERAS       ,11033899,1,595200,CALLE                   ,PINOS ALTA                                        ,NUM,3,28029,1,Puerta Calle,1,Abierto,10,,PB,,,,LA CUETA,1,Anual,1,Abierta,18.72,14.04,16/01/2017,11033899,1,595200,CALLE                   ,PINOS ALTA                                        ,NUM,3,  ,Acera,10:00:00,00:00:00,10:00:00,00:00:00,0,0.0,8,6.0,24,18.0,  
3492,270091147,5,CHAMARTIN           ,503,CIUDAD JARDIN       ,11024240,1,610450,CALLE                   ,PRINCIPE DE VERGARA                               ,NUM,200,28002,1,Puerta Calle,1,Abierto,10,,PB,04,,,FERRARA GASTRONOMIA,1,Anual,1,Abierta,26.4,26.4,20/05/2016,11024240,1,610450,CALLE                   ,PRINCIPE DE VERGARA                               ,NUM,200,  ,Otros,10:00:00,00:00:00,10:00:00,00:00:00,0,0.0,7,7.0,26,26.0,  
5008,270438205,6,TETUAN              ,602,CUATRO CAMINOS      ,11029252,1,550500,CALLE                   ,ORENSE                                            ,NUM,3,28020,1,Puerta Calle,1,Abierto,30,,PB,1B,,,CAFETERIA NORUEGA,1,Anual,1,Abierta,39.97,39.97,16/01/2017,11029252,1,550500,CALLE                   ,ORENSE                                            ,NUM,3,  ,Acera,10:00:00,00:00:00,10:00:00,00:00:00,0,0.0,9,9.0,36,36.0,  
2861,280047215,8,FUENCARRAL-EL PARDO ,803,PEÑA GRANDE         ,11046035,1,418400,CALLE                   ,JUAN SANCHEZ                                      ,NUM,26,28035,1,Puerta Calle,1,Abierto,10,,PB,2A,,,LAKAFE,1,Anual,1,Abierta,64.02,64.02,27/07/2015,11046035,1,418400,CALLE                   ,JUAN SANCHEZ                                      ,NUM,26,  ,Superficie en parcela privada,09:00:00,01:00:00,09:00:00,02:30:00,0,0.0,8,8.0,32,32.0,  
5009,270442605,6,TETUAN              ,602,CUATRO CAMINOS      ,11029238,1,360700,CALLE                   ,HERNANI                                           ,NUM,60,28020,1,Puerta Calle,1,Abierto,20,,PB,02,,,LA LEÑERA,1,Anual,1,Abierta,25.92,25.92,16/01/2017,11029238,1,360700,CALLE                   ,HERNANI                                           ,NUM,60,  ,Acera,10:00:00,00:00:00,10:00:00,00:00:00,0,0.0,8,8.0,32,32.0,  
2862,270520904,15,CIUDAD LINEAL       ,1502,PUEBLO NUEVO        ,11105679,1,88998603,CALLE                   ,ALCALA                                            ,NUM,346,28027,1,Puerta Calle,1,Abierto,10,,PB,B,,,CAFETERIA,2,Estacional,1,Abierta,7.04,,28/07/2015,11105679,1,88998603,CALLE                   ,ALCALA                                            ,NUM,346,  ,Acera,,,,,0,0.0,4,0.0,12,0.0,  
5011,60002252,6,TETUAN              ,603,CASTILLEJOS         ,11030707,1,373400,CALLE                   ,INFANTA MERCEDES                                  ,NUM,62,28020,1,Puerta Calle,1,Abierto,20,,PB,,,,MATCHA HOUSE,1,Anual,1,Abierta,47.89,47.89,16/01/2017,11030707,1,373400,CALLE                   ,INFANTA MERCEDES                                  ,NUM,62,  ,Acera,12:00:00,00:00:00,12:00:00,00:00:00,0,0.0,8,30.0,8,30.0,  
2869,270287488,6,TETUAN              ,603,CASTILLEJOS         ,20011518,1,137400,CALLE                   ,POETA JOAN MARAGALL                               ,NUM,50,28020,1,Puerta Calle,1,Abierto,10,,PB,01,,,LA QCHARA DE PACHI,1,Anual,1,Abierta,66.73,49.91,28/07/2015,20011518,1,137400,CALLE                   ,POETA JOAN MARAGALL                               ,NUM,50,  ,Acera,10:00:00,00:00:00,10:00:00,00:00:00,0,0.0,25,15.0,64,44.0,  
5017,270247640,6,TETUAN              ,602,CUATRO CAMINOS      ,11029674,1,201600,CALLE                   ,AVIADOR ZORITA                                    ,NUM,32,28020,1,Puerta Calle,1,Abierto,30,,PB,2B,,,RESTAURANTE TABERNA GAZTELUPE,1,Anual,1,Abierta,23.04,23.04,16/01/2017,11029674,1,201600,CALLE                   ,AVIADOR ZORITA                                    ,NUM,32,  ,Acera,10:00:00,00:00:00,10:00:00,00:00:00,0,0.0,16,16.0,32,32.0,  
2877,270064560,3,RETIRO              ,305,LOS JERONIMOS       ,11012835,1,27500,CALLE                   ,ALFONSO XII                                       ,NUM,22,28014,1,Puerta Calle,1,Abierto,10,,PB,,,,HARINA,1,Anual,1,Abierta,5.12,5.12,31/12/9999,11012835,1,27500,CALLE                   ,ALFONSO XII                                       ,NUM,22,  ,Acera,08:00:00,01:00:00,08:00:00,01:00:00,0,0.0,7,7.0,20,20.0,  
5168,110003294,11,CARABANCHEL         ,1107,ABRANTES            ,20167892,1,778100,CALLE                   ,VIA LUSITANA                                      ,NUM,35,28025,1,Puerta Calle,1,Abierto,20,,PB,03,,,KEBAB AMIN,1,Anual,1,Abierta,8.64,8.64,17/01/2017,20167892,1,778100,CALLE                   ,VIA LUSITANA                                      ,NUM,35,  ,Acera,10:00:00,00:00:00,10:00:00,00:00:00,0,0.0,6,6.0,12,12.0,  
2878,30001232,3,RETIRO              ,306,NIÑO JESUS          ,11013554,1,596850,CALLE                   ,PIO BAROJA                                        ,NUM,9,28009,1,Puerta Calle,1,Abierto,20,,PB,,,,LA TERRAZA DE LA MORDIDA,1,Anual,1,Abierta,107.56,107.56,30/07/2015,11013554,1,596850,CALLE                   ,PIO BAROJA                                        ,NUM,9,  ,Acera,08:00:00,01:00:00,08:00:00,01:00:00,0,0.0,37,37.0,125,125.0,  
5173,110004057,11,CARABANCHEL         ,1106,BUENAVISTA          ,31004946,1,31000203,CALLE                   ,UNIVERSIDAD DE ALCALA DE HENARES                  ,NUM,8,28054,1,Puerta Calle,4,Cerrado,10,,PB,,,,SR,1,Anual,1,Abierta,36.36,36.36,17/01/2017,31045975,1,31000206,CALLE                   ,PALMERAL DE ELCHE                                 ,NUM,3,  ,Acera,10:00:00,00:00:00,10:00:00,00:30:00,0,0.0,19,19.0,48,48.0,  
2891,270432261,3,RETIRO              ,301,PACIFICO            ,20108013,1,964,TRAVESIA                ,TELLEZ                                            ,NUM,2,28007,1,Puerta Calle,1,Abierto,10,,PB,06,,,VINOTECA EL CALDERO,1,Anual,1,Abierta,31.54,31.54,04/08/2015,20108013,1,964,TRAVESIA                ,TELLEZ                                            ,NUM,2,  ,Acera,08:00:00,01:00:00,08:00:00,01:00:00,0,0.0,14,14.0,42,42.0,  
5176,270151803,11,CARABANCHEL         ,1105,PUERTA BONITA       ,11075751,1,549100,AVENIDA                 ,OPORTO                                            ,NUM,89,28019,1,Puerta Calle,1,Abierto,10,,PB,02,,,GRAN NEHRUT OPORTO,1,Anual,1,Abierta,52.92,22.68,17/01/2017,11075751,1,549100,AVENIDA                 ,OPORTO                                            ,NUM,89,  ,Calle peatonal,10:00:00,00:00:00,10:00:00,00:00:00,0,0.0,18,7.0,66,28.0,  
2892,270193942,3,RETIRO              ,301,PACIFICO            ,11010723,1,352200,CALLE                   ,GUTENBERG                                         ,NUM,6,28014,1,Puerta Calle,1,Abierto,10,,PB,IZ,,,MICASITA BUVETTE,1,Anual,1,Abierta,29.7,20.7,04/08/2015,11010723,1,352200,CALLE                   ,GUTENBERG                                         ,NUM,6,  ,Acera,08:00:00,01:00:00,08:00:00,01:00:00,0,0.0,11,6.0,36,18.0,  
5177,270317620,11,CARABANCHEL         ,1105,PUERTA BONITA       ,11075750,1,549100,AVENIDA                 ,OPORTO                                            ,NUM,87,28019,1,Puerta Calle,1,Abierto,30,,PB,02,,,DEVA,2,Estacional,1,Abierta,39.06,,17/01/2017,11075750,1,549100,AVENIDA                 ,OPORTO                                            ,NUM,87,  ,Acera,,,,,0,0.0,14,0.0,49,0.0,  
2902,270062663,3,RETIRO              ,304,IBIZA               ,11012286,1,370400,CALLE                   ,IBIZA                                             ,NUM,40,28009,1,Puerta Calle,1,Abierto,20,,PB,DR,,,LA COCINA DE FRENTE,1,Anual,1,Abierta,54.06,54.06,04/08/2015,11012286,1,370400,CALLE                   ,IBIZA                                             ,NUM,40,  ,Bulevar,08:00:00,01:00:00,08:00:00,01:00:00,1,1.0,19,19.0,52,52.0,  
5185,280052575,11,CARABANCHEL         ,1101,COMILLAS            ,11068974,1,665000,CALLE                   ,SAN DELFIN                                        ,NUM,2,28019,1,Puerta Calle,1,Abierto,30,,PB,02,,,BAR RESTAURANTE LA DAMA DE TREBOL,2,Estacional,1,Abierta,19.84,,17/01/2017,11068974,1,665000,CALLE                   ,SAN DELFIN                                        ,NUM,2,  ,Acera,,,,,0,0.0,6,0.0,22,0.0,  
2909,280042470,10,LATINA              ,1004,ALUCHE              ,11065375,1,621850,CALLE                   ,QUERO                                             ,NUM,87,28024,1,Puerta Calle,1,Abierto,10,,PB,IZ,,,BAR DE TAPAS,1,Anual,1,Abierta,80.64,46.08,05/08/2015,11065375,1,621850,CALLE                   ,QUERO                                             ,NUM,87,  ,Calle peatonal,10:00:00,00:00:00,10:00:00,00:00:00,0,0.0,27,15.0,108,60.0,  
5188,280055674,11,CARABANCHEL         ,1105,PUERTA BONITA       ,20059202,1,108700,CALLE                   ,BLASON                                            ,NUM,1,28025,1,Puerta Calle,1,Abierto,10,,PB,01,,,CAFETERIA EL TONEL,1,Anual,1,Abierta,9.36,9.36,17/01/2017,20059202,1,108700,CALLE                   ,BLASON                                            ,NUM,1, A,Acera,10:00:00,00:00:00,10:00:00,00:00:00,0,0.0,4,4.0,12,12.0, A
2875,270380487,4,SALAMANCA           ,405,LISTA               ,11019303,1,405300,CALLE                   ,JOSE ORTEGA Y GASSET                              ,NUM,67,28006,1,Puerta Calle,1,Abierto,10,,PB,IZ,,,SUSHI GIN,1,Anual,1,Abierta,43.75,43.75,29/07/2015,11019303,1,405300,CALLE                   ,JOSE ORTEGA Y GASSET                              ,NUM,67,  ,Acera,08:00:00,00:00:00,08:00:00,00:00:00,0,0.0,8,8.0,26,26.0,  
5196,270309493,11,CARABANCHEL         ,1103,SAN ISIDRO          ,11073235,1,332700,CALLE                   ,GENERAL RICARDOS                                  ,NUM,142,28019,1,Puerta Calle,1,Abierto,20,,PB,02,,,GAMBRINUS,1,Anual,1,Abierta,19.44,19.44,17/01/2017,11073235,1,332700,CALLE                   ,GENERAL RICARDOS                                  ,NUM,142,  ,Acera,10:00:00,00:00:00,10:00:00,00:00:00,0,0.0,6,6.0,24,24.0,  
2879,270378527,4,SALAMANCA           ,401,RECOLETOS           ,11014447,1,397400,CALLE                   ,JORGE JUAN                                        ,NUM,29,28001,1,Puerta Calle,1,Abierto,10,,PB,01,,,OCAFÚ TABERNA GALLEGA,2,Estacional,1,Abierta,24.75,,30/07/2015,11014447,1,397400,CALLE                   ,JORGE JUAN                                        ,NUM,29,  ,Acera,,,,,0,0.0,9,0.0,27,0.0,  
5198,270476991,11,CARABANCHEL         ,1104,VISTA ALEGRE        ,11074538,1,429700,CALLE                   ,LAGUNA                                            ,NUM,139,28025,1,Puerta Calle,1,Abierto,10,,PB,IZ,,,TABERNA LA ROMANA,2,Estacional,1,Abierta,11.34,,17/01/2017,11074538,1,429700,CALLE                   ,LAGUNA                                            ,NUM,139,  ,Acera,,,,,0,0.0,6,0.0,15,0.0,  
2881,270451538,4,SALAMANCA           ,402,GOYA                ,11015277,1,341900,CALLE                   ,GOYA                                              ,NUM,111,28009,1,Puerta Calle,1,Abierto,10,,PB,02,,,LA DIVINA DE GOYA,1,Anual,1,Abierta,31.03,30.28,31/12/9999,11015307,1,440600,CALLE                   ,LOMBIA                                            ,NUM,7,  ,Acera,10:00:00,00:00:00,10:00:00,00:00:00,0,0.0,5,5.0,10,10.0,  
5203,280055316,11,CARABANCHEL         ,1106,BUENAVISTA          ,11078457,1,329600,AVENIDA                 ,CARABANCHEL ALTO                                  ,NUM,138,28054,1,Puerta Calle,1,Abierto,10,,PB,DR,,,CAFE BAR LA SERROTA III,2,Estacional,1,Abierta,52.98,,17/01/2017,11078457,1,329600,AVENIDA                 ,CARABANCHEL ALTO                                  ,NUM,138,  ,Acera,,,,,0,0.0,15,0.0,60,0.0,  
2884,200001907,20,SAN BLAS-CANILLEJAS ,2001,SIMANCAS            ,11134800,1,155900,CALLE                   ,CASTILLO DE UCLES                                 ,NUM,11,28037,1,Puerta Calle,1,Abierto,80,,PB,E,,,KEBAB SIMANCAS,2,Estacional,1,Abierta,34.52,34.52,31/12/9999,11134802,1,803800,CALLE                   ,ZARATAN                                           ,NUM,2, B,Acera,10:00:00,00:00:00,10:00:00,00:00:00,0,0.0,9,0.0,31,0.0,  
5950,270096018,5,CHAMARTIN           ,505,NUEVA ESPAÑA        ,11026411,1,585800,PLAZA                   ,PERU                                              ,NUM,4,28016,1,Puerta Calle,1,Abierto,10,,PB,02,,,BAR RESTAURANTE TABERNA LA ALPUJARRA,1,Anual,1,Abierta,83.75,83.75,08/05/2017,11026411,1,585800,PLAZA                   ,PERU                                              ,NUM,4,  ,Acera,10:00:00,00:00:00,10:00:00,00:00:00,0,0.0,28,28.0,84,84.0,  
2893,270363195,3,RETIRO              ,304,IBIZA               ,11012426,1,529200,CALLE                   ,NARVAEZ                                           ,NUM,61,28009,1,Puerta Calle,1,Abierto,10,,PB,01,,,TACAZZO,1,Anual,1,Abierta,57.24,57.24,04/08/2015,11012426,1,529200,CALLE                   ,NARVAEZ                                           ,NUM,61,  ,Acera,10:00:00,00:00:00,10:00:00,00:00:00,0,0.0,16,16.0,64,64.0,  
5952,270403974,5,CHAMARTIN           ,504,HISPANOAMERICA      ,11025593,1,610800,CALLE                   ,PROFESOR WAKSMAN                                  ,NUM,14,28036,1,Puerta Calle,1,Abierto,20,,PB,06,,,LA REGIONAL,1,Anual,1,Abierta,24.2,24.2,08/05/2017,11025593,1,610800,CALLE                   ,PROFESOR WAKSMAN                                  ,NUM,14,  ,Acera,08:00:00,00:00:00,08:00:00,00:00:00,0,0.0,7,0.0,28,0.0,  
2906,270297197,12,USERA               ,1202,ORCASUR             ,11081185,1,697525,CALLE                   ,SANTA MARIA REINA                                 ,NUM,6,28041,1,Puerta Calle,1,Abierto,50,,PB,01,,,CAFETERIA BOKATA,1,Anual,1,Abierta,38.21,38.21,04/08/2015,11081185,1,697525,CALLE                   ,SANTA MARIA REINA                                 ,NUM,6,  ,Acera,00:00:00,00:00:00,00:00:00,00:00:00,0,0.0,7,7.0,28,28.0,  
5955,270449872,5,CHAMARTIN           ,505,NUEVA ESPAÑA        ,11025688,1,241800,CALLE                   ,DOCTOR FLEMING                                    ,NUM,44,28036,1,Puerta Calle,1,Abierto,10,,PB,,,,LATERAL,1,Anual,1,Abierta,69.49,69.49,08/05/2017,11025688,1,241800,CALLE                   ,DOCTOR FLEMING                                    ,NUM,44,  ,Acera,10:00:00,00:00:00,10:00:00,00:00:00,0,0.0,15,15.0,54,54.0,  
