id_terraza,id_local,id_distrito_local,desc_distrito_local,id_barrio_local,desc_barrio_local,id_ndp_edificio,id_clase_ndp_edificio,id_vial_edificio,clase_vial_edificio,desc_vial_edificio,nom_edificio,num_edificio,Cod_Postal,id_tipo_acceso_local,desc_tipo_acceso_local,id_situacion_local,desc_situacion_local,secuencial_local_PC,Escalera,id_planta_agrupado,id_local_agrupado,coordenada_x_agrupacion,coordenada_y_agrupacion,rotulo,id_periodo_terraza,desc_periodo_terraza,id_situacion_terraza,desc_situacion_terraza,Superficie_ES,Superficie_RA,Fecha_confir_ult_decreto_resol,id_ndp_terraza,id_clase_ndp_terraza,id_vial,desc_clase,desc_nombre,nom_terraza,num_terraza,cal_terraza,desc_ubicacion_terraza,hora_ini_LJ_ra,hora_fin_LJ_ra,hora_ini_VS_ra,hora_fin_VS_ra,mesas_aux_es,mesas_aux_ra,mesas_es,mesas_ra,sillas_es,sillas_ra,cal_edificio
639,285006678,5,CHAMARTIN           ,502,PROSPERIDAD         ,11022324,1,448200,CALLE                   ,LUIS DE SALAZAR                                   ,NUM,5,28002,1,Puerta Calle,1,Abierto,40,,PB,,,,BAR,1,Anual,1,Abierta,54.72,37.72,10/07/2014,11022309,1,210200,CALLE                   ,CORAZON DE MARIA                                  ,NUM,61,  ,Acera,08:00:00,01:00:00,08:00:00,01:00:00,1,1.0,19,13.0,68,44.0,  
42,40002970,4,SALAMANCA           ,403,FUENTE DEL BERRO    ,11016907,1,88998603,CALLE                   ,ALCALA                                            ,NUM,200,28028,1,Puerta Calle,1,Abierto,20,,PB,,,,VIPS,1,Anual,1,Abierta,14.89,14.89,07/04/2014,11016907,1,88998603,CALLE                   ,ALCALA                                            ,NUM,200, A,Acera,08:00:00,00:00:00,08:00:00,00:00:00,0,0.0,4,0.0,16,0.0, A
644,285007723,5,CHAMARTIN           ,506,CASTILLA            ,20103417,1,206800,CALLE                   ,CONDE DE TORRALBA                                 ,NUM,21,28046,1,Puerta Calle,4,Cerrado,20,,PB,,,,BAR HOGAR,1,Anual,1,Abierta,28.16,28.16,10/07/2014,20103417,1,206800,CALLE                   ,CONDE DE TORRALBA                                 ,NUM,21,  ,Plaza peatonal,10:00:00,00:00:00,10:00:00,00:00:00,0,0.0,7,7.0,28,28.0,  
56,170000773,17,VILLAVERDE          ,1704,LOS ROSALES         ,11126803,1,786850,CALLE                   ,VILLAJOYOSA                                       ,NUM,73,28041,1,Puerta Calle,1,Abierto,10,,PB,01,,,DONER KEBAB ARMENIA,2,Estacional,1,Abierta,12.96,,14/04/2014,11126803,1,786850,CALLE                   ,VILLAJOYOSA                                       ,NUM,73,  ,Acera,,,,,0,0.0,4,0.0,16,0.0,  
656,270525522,5,CHAMARTIN           ,504,HISPANOAMERICA      ,11025464,1,88998568,AVENIDA                 ,ALBERTO ALCOCER                                   ,NUM,32,28036,1,Puerta Calle,1,Abierto,60,,PB,C,,,JS JAVIER SANTAMARIA,2,Estacional,1,Abierta,17.6,,11/07/2014,11025464,1,88998568,AVENIDA                 ,ALBERTO ALCOCER                                   ,NUM,32,  ,Acera,,,,,0,,4,,16,,  
57,40001046,4,SALAMANCA           ,403,FUENTE DEL BERRO    ,11016908,1,88998603,CALLE                   ,ALCALA                                            ,NUM,204,28028,1,Puerta Calle,1,Abierto,20,,PB,,,,CAFETERIA CESAR LAS VENTAS,1,Anual,1,Abierta,18.05,18.05,14/04/2014,11016908,1,88998603,CALLE                   ,ALCALA                                            ,NUM,204,  ,Acera,08:00:00,01:00:00,08:00:00,01:00:00,0,0.0,5,6.0,20,22.0,  
657,270411097,5,CHAMARTIN           ,505,NUEVA ESPAÑA        ,11025648,1,241800,CALLE                   ,DOCTOR FLEMING                                    ,NUM,31,28036,1,Puerta Calle,1,Abierto,30,,PB,L1,,,TROPIKAL LUXURY BUFFET,1,Anual,1,Abierta,26.34,26.34,11/07/2014,11025648,1,241800,CALLE                   ,DOCTOR FLEMING                                    ,NUM,31,  ,Acera,08:00:00,01:00:00,08:00:00,01:00:00,0,0.0,10,10.0,24,24.0,  
60,180000598,18,VILLA DE VALLECAS   ,1801,CASCO H.VALLECAS    ,11130825,1,581100,CALLE                   ,PEÑA DE VARGAS                                    ,NUM,7,28031,1,Puerta Calle,1,Abierto,10,,PB,04,,,EL RINCON DEL TIO PEPE,1,Anual,1,Abierta,16.38,16.38,14/04/2014,11130825,1,581100,CALLE                   ,PEÑA DE VARGAS                                    ,NUM,7,  ,Acera,08:00:00,01:00:00,08:00:00,01:00:00,0,0.0,11,11.0,24,24.0,  
658,270188958,20,SAN BLAS-CANILLEJAS ,2007,CANILLEJAS          ,11138381,1,111200,CALLE                   ,BOLTAÑA                                           ,NUM,118,28022,1,Puerta Calle,1,Abierto,10,,PB,A,,,COPAS,1,Anual,1,Abierta,16.2,16.2,11/07/2014,11138381,1,111200,CALLE                   ,BOLTAÑA                                           ,NUM,118,  ,Acera,10:00:00,00:00:00,10:00:00,00:00:00,0,0.0,5,0.0,16,0.0,  
62,180000735,18,VILLA DE VALLECAS   ,1801,CASCO H.VALLECAS    ,31005855,1,580300,CALLE                   ,PEÑA RIVERA                                       ,NUM,30,28031,1,Puerta Calle,1,Abierto,10,,PB,L3,,,BAR CANALEJAS,1,Anual,1,Abierta,14.5,14.5,14/04/2014,20072223,1,88997928,CALLE                   ,FUENTIDUEÑA                                       ,NUM,21,  ,Acera,08:00:00,00:00:00,08:00:00,00:00:00,0,0.0,5,0.0,18,0.0,  
659,270206136,20,SAN BLAS-CANILLEJAS ,2007,CANILLEJAS          ,11138444,1,88998603,CALLE                   ,ALCALA                                            ,NUM,592,28022,1,Puerta Calle,1,Abierto,20,,PB,03,,,CERVECERIA ECU CAFETERIA,2,Estacional,1,Abierta,36.4,,11/07/2014,11138444,1,88998603,CALLE                   ,ALCALA                                            ,NUM,592,  ,Acera,,,,,0,0.0,7,0.0,28,0.0,  
65,270445586,20,SAN BLAS-CANILLEJAS ,2004,ARCOS               ,11135581,1,346750,AVENIDA                 ,GUADALAJARA                                       ,NUM,35,28032,1,Puerta Calle,1,Abierto,30,,PB,C6,,,BURGOS CERVECERIA,1,Anual,1,Abierta,41.52,41.52,14/04/2014,11135581,1,346750,AVENIDA                 ,GUADALAJARA                                       ,NUM,35,  ,Acera,08:00:00,12:00:00,08:00:00,12:00:00,0,0.0,10,10.0,40,40.0,  
667,20000464,2,ARGANZUELA          ,206,PALOS DE LA FRONTERA,11009913,1,234700,PASEO                   ,DELICIAS                                          ,NUM,59,28045,1,Puerta Calle,1,Abierto,20,,PB,B,,,CERVECERIA LA CUCAÑA,1,Anual,1,Abierta,38.88,38.88,15/07/2014,20149803,1,119200,CALLE                   ,BUSTAMANTE                                        ,NUM,1,  ,Acera,00:00:00,00:00:00,00:00:00,00:00:00,0,0.0,12,0.0,48,0.0,  
69,270380946,4,SALAMANCA           ,401,RECOLETOS           ,11013848,1,88998603,CALLE                   ,ALCALA                                            ,NUM,89,28009,1,Puerta Calle,1,Abierto,10,,SO,DR,,,EL ARBOL Y LA TOSTA,1,Anual,1,Abierta,5.04,5.04,15/04/2014,11013848,1,88998603,CALLE                   ,ALCALA                                            ,NUM,89,  ,Acera,10:00:00,00:00:00,10:00:00,00:00:00,0,0.0,3,3.0,6,6.0,  
689,200000350,20,SAN BLAS-CANILLEJAS ,2005,ROSAS               ,11136336,1,88998051,AVENIDA                 ,NIZA                                              ,NUM,51,28022,1,Puerta Calle,1,Abierto,30,,PB,03,,,BAR  CASA CELEIRO,1,Anual,1,Abierta,17.04,17.04,22/07/2014,11136336,1,88998051,AVENIDA                 ,NIZA                                              ,NUM,51,  ,Acera,08:00:00,01:00:00,08:00:00,01:00:00,0,0.0,6,6.0,18,18.0,  
73,280060978,18,VILLA DE VALLECAS   ,1803,ENSANCHE DE VALLECAS,31035268,1,31000474,AVENIDA                 ,ENSANCHE DE VALLECAS                              ,NUM,44,28051,1,Puerta Calle,1,Abierto,20,,PB,02,,,RESTAURANTE 40 & CUATRO,1,Anual,1,Abierta,97.2,97.2,24/04/2014,31033784,1,31000519,CALLE                   ,ENTREPEÑAS                                        ,NUM,49,  ,Acera,08:00:00,01:00:00,08:00:00,01:00:00,0,0.0,30,30.0,120,120.0,  
691,270403737,13,PUENTE DE VALLECAS  ,1306,NUMANCIA            ,11099382,1,720400,CALLE                   ,SIERRA TOLEDANA                                   ,NUM,4,28038,1,Puerta Calle,1,Abierto,10,,PB,LA,,,RESTART CAFE,1,Anual,1,Abierta,45.0,18.0,22/07/2014,11099382,1,720400,CALLE                   ,SIERRA TOLEDANA                                   ,NUM,4,  ,Otros,10:00:00,00:00:00,10:00:00,00:00:00,0,0.0,20,8.0,80,32.0,  
74,270202022,18,VILLA DE VALLECAS   ,1801,CASCO H.VALLECAS    ,11130120,1,716700,CALLE                   ,SIERRA GORDA                                      ,NUM,25,28031,1,Puerta Calle,1,Abierto,10,,PB,A,,,BAR-RESTAURANTE FRANVA,1,Anual,1,Abierta,104.6,60.6,24/04/2014,31054352,1,716700,CALLE                   ,SIERRA GORDA                                      ,NUM,25, B,Calle peatonal,08:00:00,01:00:00,08:00:00,01:00:00,0,0.0,30,19.0,114,70.0,  
697,270165770,14,MORATALAZ           ,1404,MEDIA LEGUA         ,11102105,1,790100,CALLE                   ,CAMINO DE LOS VINATEROS                           ,NUM,12,28030,1,Puerta Calle,1,Abierto,30,,PB,02,,,EL AZOGUEJO,1,Anual,1,Abierta,91.0,91.0,23/07/2014,11102105,1,790100,CALLE                   ,CAMINO DE LOS VINATEROS                           ,NUM,12,  ,Otros,10:00:00,00:00:00,10:00:00,00:00:00,0,0.0,18,18.0,72,72.0,  
34,270078567,4,SALAMANCA           ,404,GUINDALERA          ,11018555,1,35200,CALLE                   ,ALONSO HEREDIA                                    ,NUM,25,28028,1,Puerta Calle,1,Abierto,10,,PB,04,,,BAR MARISQUERIA LUIS,1,Anual,1,Abierta,11.16,11.16,04/04/2014,11018555,1,35200,CALLE                   ,ALONSO HEREDIA                                    ,NUM,25,  ,Calle peatonal,10:00:00,00:00:00,10:00:00,00:00:00,0,0.0,4,0.0,14,0.0,  
898,20000440,2,ARGANZUELA          ,203,CHOPERA             ,11008898,1,262000,CALLE                   ,EMBAJADORES                                       ,NUM,134,28045,1,Puerta Calle,1,Abierto,30,,PB,02,,,CASA MAXI,2,Estacional,1,Abierta,49.08,,04/09/2014,20007540,1,388900,CALLE                   ,JAIME EL CONQUISTADOR                             ,NUM,1,  ,Acera,,,,,0,0.0,10,0.0,40,0.0,  
37,270184111,18,VILLA DE VALLECAS   ,1801,CASCO H.VALLECAS    ,11129905,1,2872,CALLE                   ,SIERRA GADOR                                      ,NUM,41,28031,1,Puerta Calle,1,Abierto,10,,PB,01,,,LOS MANCHEGOS,1,Anual,1,Abierta,26.2,26.2,07/04/2014,11129905,1,2872,CALLE                   ,SIERRA GADOR                                      ,NUM,41,  ,Acera,10:00:00,00:00:00,10:00:00,00:00:00,0,0.0,8,8.0,32,32.0,  
902,285005601,2,ARGANZUELA          ,204,LEGAZPI             ,31011886,1,31000400,CALLE                   ,NEREIDA                                           ,NUM,2,28045,1,Puerta Calle,1,Abierto,10,01,PB,01,,,RESTAURANTE EL TRILLO,1,Anual,1,Abierta,151.2,95.58,04/09/2014,31011886,1,31000400,CALLE                   ,NEREIDA                                           ,NUM,2,  ,Bulevar,10:00:00,00:00:00,10:00:00,00:00:00,1,0.0,55,34.0,156,94.0,  
44,40001459,4,SALAMANCA           ,404,GUINDALERA          ,11018130,1,42500,AVENIDA                 ,AMERICA                                           ,NUM,32,28028,1,Puerta Calle,1,Abierto,10,,PB,,,,HOTEL ABBA MADRID,2,Estacional,1,Abierta,19.44,,07/04/2014,11018130,1,42500,AVENIDA                 ,AMERICA                                           ,NUM,32,  ,Acera,,,,,0,0.0,6,0.0,24,0.0,  
904,20000486,2,ARGANZUELA          ,206,PALOS DE LA FRONTERA,11010081,1,443700,PLAZA                   ,LUCA DE TENA                                      ,NUM,10,28045,1,Puerta Calle,1,Abierto,10,,PB,CN,,,BAR CERVECERIA TAPALOCA,2,Estacional,1,Abierta,32.4,,05/09/2014,11010081,1,443700,PLAZA                   ,LUCA DE TENA                                      ,NUM,10,  ,Plaza peatonal,,,,,0,0.0,10,0.0,40,0.0,  
50,180000457,18,VILLA DE VALLECAS   ,1801,CASCO H.VALLECAS    ,20150818,1,414710,PLAZA                   ,JUAN DE MALASAÑA                                  ,NUM,5,28031,1,Puerta Calle,1,Abierto,10,,PB,01,,,LA CHOZA DE DAVID,1,Anual,1,Abierta,86.09,86.09,10/04/2014,20150818,1,414710,PLAZA                   ,JUAN DE MALASAÑA                                  ,NUM,5,  ,Plaza peatonal,08:00:00,00:00:00,08:00:00,00:00:00,0,0.0,27,21.0,92,68.0,  
905,270056047,2,ARGANZUELA          ,203,CHOPERA             ,11009009,1,350200,CALLE                   ,GUILLERMO DE OSMA                                 ,NUM,2,28045,1,Puerta Calle,1,Abierto,20,,PB,DR,,,KFC ,1,Anual,1,Abierta,38.88,25.92,05/09/2014,11009009,1,350200,CALLE                   ,GUILLERMO DE OSMA                                 ,NUM,2,  ,Acera,10:00:00,00:00:00,10:00:00,00:00:00,0,0.0,12,8.0,48,32.0,  
51,270076142,4,SALAMANCA           ,404,GUINDALERA          ,11016970,1,88998603,CALLE                   ,ALCALA                                            ,NUM,225,28028,1,Puerta Calle,1,Abierto,10,,PB,IZ,,,EL NUEVO RINCÓN DE JAÉN,1,Anual,1,Abierta,21.66,21.66,14/04/2014,11016970,1,88998603,CALLE                   ,ALCALA                                            ,NUM,225,  ,Acera,10:00:00,00:00:00,10:00:00,00:00:00,0,0.0,8,8.0,25,25.0,  
908,40001283,4,SALAMANCA           ,402,GOYA                ,11015281,1,341900,CALLE                   ,GOYA                                              ,NUM,115,28009,1,Puerta Calle,1,Abierto,10,,PB,,,,WINGS4U,1,Anual,1,Abierta,21.78,21.78,08/09/2014,11015281,1,341900,CALLE                   ,GOYA                                              ,NUM,115,  ,Acera,08:00:00,01:00:00,08:00:00,01:00:00,0,0.0,9,9.0,27,27.0,  
54,280062208,17,VILLAVERDE          ,1702,SAN CRISTOBAL       ,11126231,1,513900,CALLE                   ,MONCADA                                           ,NUM,119,28021,1,Puerta Calle,1,Abierto,10,,PB,110,,,BAR LAS TORRES,2,Estacional,1,Abierta,8.67,,14/04/2014,11126231,1,513900,CALLE                   ,MONCADA                                           ,NUM,119,  ,Acera,,,,,0,0.0,6,0.0,24,0.0,  
922,270195124,4,SALAMANCA           ,402,GOYA                ,11015690,1,529200,CALLE                   ,NARVAEZ                                           ,NUM,19,28009,1,Puerta Calle,1,Abierto,10,,PB,01,,,CAFE SILMA BAR,1,Anual,1,Abierta,7.2,7.2,18/09/2014,11015690,1,529200,CALLE                   ,NARVAEZ                                           ,NUM,19,  ,Acera,10:00:00,00:00:00,10:00:00,00:00:00,0,0.0,5,5.0,10,10.0,  
77,170000836,17,VILLAVERDE          ,1704,LOS ROSALES         ,11126886,1,230650,PLAZA                   ,CHOZAS DE CANALES                                 ,NUM,1,28021,1,Puerta Calle,1,Abierto,20,,PB,B,,,BAR DONDE SIEMPRE,1,Anual,1,Abierta,64.12,64.12,24/04/2014,11126886,1,230650,PLAZA                   ,CHOZAS DE CANALES                                 ,NUM,1,  ,Plaza peatonal,08:00:00,01:00:00,08:00:00,01:00:00,0,0.0,21,21.0,80,80.0,  
926,200000120,20,SAN BLAS-CANILLEJAS ,2007,CANILLEJAS          ,20159298,1,291350,CALLE                   ,FENELON                                           ,NUM,2,28022,1,Puerta Calle,1,Abierto,10,,PB,01,,,TERRAZA DE FENELON,1,Anual,1,Abierta,104.65,70.5,18/09/2014,20159298,1,291350,CALLE                   ,FENELON                                           ,NUM,2, A,Acera,08:00:00,00:00:00,08:00:00,00:00:00,0,0.0,32,21.0,108,70.0, A
80,170000967,17,VILLAVERDE          ,1705,LOS ANGELES         ,11129020,1,426685,CALLE                   ,LA DEL MANOJO DE ROSAS                            ,NUM,44,28041,1,Puerta Calle,1,Abierto,10,,PB,23,,,A GAIVOTIÑA II,1,Anual,1,Abierta,55.54,38.0,24/04/2014,11129020,1,426685,CALLE                   ,LA DEL MANOJO DE ROSAS                            ,NUM,44,  ,Acera,08:00:00,01:00:00,08:00:00,01:00:00,0,0.0,16,10.0,56,35.0,  
943,50001254,5,CHAMARTIN           ,501,EL VISO             ,11021818,1,254200,CALLE                   ,DUQUE DE SEVILLA                                  ,NUM,18,28002,1,Puerta Calle,1,Abierto,10,,PB,,,,BERNIS BAR,1,Anual,1,Abierta,28.18,28.18,22/09/2014,20009414,1,254200,CALLE                   ,DUQUE DE SEVILLA                                  ,NUM,15,  ,Plaza peatonal,08:00:00,00:00:00,08:00:00,00:00:00,0,0.0,6,12.0,24,36.0,  
87,270286727,17,VILLAVERDE          ,1705,LOS ANGELES         ,11128847,1,561025,CALLE                   ,PAN Y TOROS                                       ,NUM,37,28041,1,Puerta Calle,1,Abierto,40,,SO,C,,,CASA MONICA,1,Anual,1,Abierta,45.0,45.0,24/04/2014,11128847,1,561025,CALLE                   ,PAN Y TOROS                                       ,NUM,37,  ,Acera,08:00:00,01:00:00,08:00:00,01:00:00,0,0.0,15,15.0,56,56.0,  
944,270529371,13,PUENTE DE VALLECAS  ,1303,PALOMERAS BAJAS     ,11095463,1,714800,CALLE                   ,SIERRA DE CADI                                    ,NUM,10,28018,1,Puerta Calle,1,Abierto,20,,PB,CD,,,DONER KEBAB BAR BIG CHIKEN,2,Estacional,1,Abierta,25.92,,22/09/2014,11095463,1,714800,CALLE                   ,SIERRA DE CADI                                    ,NUM,10,  ,Acera,,,,,0,0.0,8,0.0,32,0.0,  
76,170001120,17,VILLAVERDE          ,1703,BUTARQUE            ,20166865,1,2879,CALLE                   ,BERROCAL                                          ,NUM,11,28021,1,Puerta Calle,1,Abierto,70,,PB,8,,,CERVECERIA DONDE PIM PAM,1,Anual,1,Abierta,28.8,28.8,24/04/2014,20166865,1,2879,CALLE                   ,BERROCAL                                          ,NUM,11,  ,Acera,08:00:00,00:00:00,08:00:00,00:00:00,0,0.0,8,8.0,32,32.0,  
959,280047321,8,FUENCARRAL-EL PARDO ,804,EL PILAR            ,11046410,1,704100,CALLE                   ,SARRIA                                            ,NUM,9,28029,1,Puerta Calle,1,Abierto,20,,PB,C13,,,BAR EXTREMEÑO,2,Estacional,1,Abierta,36.54,,25/09/2014,11046410,1,704100,CALLE                   ,SARRIA                                            ,NUM,9,  ,Acera,,,,,0,0.0,10,0.0,40,0.0,  
81,170000259,17,VILLAVERDE          ,1705,LOS ANGELES         ,11128297,1,733450,PASEO                   ,TALLERES                                          ,NUM,2,28021,1,Puerta Calle,1,Abierto,10,,PB,A,,,PEÑA DE FRANCIA,1,Anual,1,Abierta,32.4,32.4,24/04/2014,11128297,1,733450,PASEO                   ,TALLERES                                          ,NUM,2,  ,Acera,08:00:00,01:00:00,08:00:00,01:00:00,0,0.0,10,10.0,40,40.0,  
964,270537470,4,SALAMANCA           ,406,CASTELLANA          ,11019934,1,238100,CALLE                   ,DIEGO DE LEON                                     ,NUM,42,28006,1,Puerta Calle,1,Abierto,20,,PB,DR,,,MAKKILA,1,Anual,1,Abierta,41.05,41.05,01/10/2014,11019934,1,238100,CALLE                   ,DIEGO DE LEON                                     ,NUM,42,  ,Acera,08:00:00,00:00:00,08:00:00,00:00:00,0,0.0,10,10.0,32,32.0,  
84,270181857,17,VILLAVERDE          ,1701,SAN ANDRES          ,11125333,1,498200,PLAZA                   ,MAYOR DE VILLAVERDE                               ,NUM,4,28021,1,Puerta Calle,1,Abierto,10,,PB,A,,,BAR ASTURIAS,1,Anual,1,Abierta,55.62,55.62,24/04/2014,11125333,1,498200,PLAZA                   ,MAYOR DE VILLAVERDE                               ,NUM,4,  ,Plaza peatonal,08:00:00,01:00:00,08:00:00,01:00:00,0,0.0,22,22.0,88,88.0,  
966,270076479,4,SALAMANCA           ,404,GUINDALERA          ,11017207,1,440700,CALLE                   ,LONDRES                                           ,NUM,39,28028,1,Puerta Calle,1,Abierto,10,,PB,01,,,RESTAURANTE CERVECERIA CASA LEANDRO,1,Anual,1,Abierta,15.84,10.08,03/10/2014,11017207,1,440700,CALLE                   ,LONDRES                                           ,NUM,39,  ,Acera,08:00:00,00:00:00,08:00:00,00:00:00,0,0.0,6,6.0,12,12.0,  
89,270324826,18,VILLA DE VALLECAS   ,1802,SANTA EUGENIA       ,11131603,1,614050,CALLE                   ,PUENTELARRA                                       ,NUM,10,28031,1,Puerta Calle,1,Abierto,10,,PB,K,,,CERVECERIA LA TOMASA,1,Anual,1,Abierta,57.66,57.66,25/04/2014,11131603,1,614050,CALLE                   ,PUENTELARRA                                       ,NUM,10,  ,Acera,08:00:00,01:00:00,08:00:00,01:00:00,0,0.0,19,19.0,71,71.0,  
981,270137768,9,MONCLOA-ARAVACA     ,904,VALDEZARZA          ,11054516,1,763850,CALLE                   ,VALDERREY                                         ,NUM,31,28035,1,Puerta Calle,1,Abierto,30,,PB,03,,,BAR 988,2,Estacional,1,Abierta,51.84,10.74,10/10/2014,20104740,1,59475,CALLE                   ,ANTONIO MACHADO                                   ,NUM,53,  ,Plaza peatonal,10:00:00,00:00:00,10:00:00,00:00:00,0,0.0,8,4.0,22,11.0,  
91,270032503,18,VILLA DE VALLECAS   ,1802,SANTA EUGENIA       ,11131597,1,614050,CALLE                   ,PUENTELARRA                                       ,NUM,8,28031,1,Puerta Calle,1,Abierto,20,C,PB,01,,,BAR  LA HACIENDA,1,Anual,1,Abierta,88.56,43.2,25/04/2014,11131597,1,614050,CALLE                   ,PUENTELARRA                                       ,NUM,8,  ,Acera,08:00:00,01:00:00,08:00:00,01:00:00,0,0.0,24,10.0,96,40.0,  
984,285044247,15,CIUDAD LINEAL       ,1502,PUEBLO NUEVO        ,11105745,1,352300,CALLE                   ,GUTIERRE DE CETINA                                ,NUM,3,28017,1,Puerta Calle,1,Abierto,10,,PB,L2,,,BAR TABERNA ENTRE CASTILLAS,2,Estacional,1,Abierta,10.54,,10/10/2014,11105745,1,352300,CALLE                   ,GUTIERRE DE CETINA                                ,NUM,3,  ,Acera,,,,,0,0.0,6,0.0,16,0.0,  
94,200001006,20,SAN BLAS-CANILLEJAS ,2008,EL SALVADOR         ,20109203,1,88998053,CALLE                   ,MIAMI                                             ,NUM,9,28027,1,Puerta Calle,1,Abierto,10,,PB,01,,,3B,1,Anual,1,Abierta,5.76,5.76,25/04/2014,20052839,1,88998603,CALLE                   ,ALCALA                                            ,NUM,493,  ,Acera,10:00:00,00:00:00,10:00:00,00:00:00,0,0.0,5,5.0,10,10.0,  
989,270497287,20,SAN BLAS-CANILLEJAS ,2003,AMPOSTA             ,11135391,1,722200,CALLE                   ,SILLERIA                                          ,NUM,3,28037,1,Puerta Calle,1,Abierto,20,,PB,DR,,,BAR SANABRIA I,1,Anual,1,Abierta,19.44,19.44,13/10/2014,11135391,1,722200,CALLE                   ,SILLERIA                                          ,NUM,3,  ,Acera,08:00:00,00:00:00,08:00:00,00:00:00,0,0.0,6,6.0,24,24.0,  
109,270539656,17,VILLAVERDE          ,1703,BUTARQUE            ,20166853,1,2879,CALLE                   ,BERROCAL                                          ,NUM,3,28021,1,Puerta Calle,1,Abierto,30,,PB,F,,,AMAZONIA FUSSION,1,Anual,1,Abierta,72.5,72.5,30/04/2014,20166853,1,2879,CALLE                   ,BERROCAL                                          ,NUM,3, A,Acera,08:00:00,01:00:00,08:00:00,01:00:00,0,0.0,21,21.0,84,84.0, A
997,270032738,10,LATINA              ,1004,ALUCHE              ,11065511,1,621850,CALLE                   ,QUERO                                             ,NUM,5,28024,1,Puerta Calle,1,Abierto,20,,PB,02,,,LA MUÑOZA,1,Anual,1,Abierta,70.2,31.2,17/10/2014,11065511,1,621850,CALLE                   ,QUERO                                             ,NUM,5,  ,Calle peatonal,08:00:00,01:00:00,08:00:00,01:00:00,0,0.0,31,14.0,82,38.0,  
121,20000100,2,ARGANZUELA          ,203,CHOPERA             ,11009033,1,234700,PASEO                   ,DELICIAS                                          ,NUM,132,28045,1,Puerta Calle,1,Abierto,10,,PB,IZ,,,CERVECERIA LA LASTRA,1,Anual,1,Abierta,17.36,17.36,30/04/2014,11009033,1,234700,PASEO                   ,DELICIAS                                          ,NUM,132,  ,Acera,10:00:00,00:00:00,10:00:00,00:00:00,0,0.0,6,6.0,16,16.0,  
1001,50002168,5,CHAMARTIN           ,503,CIUDAD JARDIN       ,11024247,1,610450,CALLE                   ,PRINCIPE DE VERGARA                               ,NUM,210,28002,1,Puerta Calle,1,Abierto,150,,PB,,,,LA TRAGANTIA,2,Estacional,1,Abierta,68.04,,20/10/2014,11024247,1,610450,CALLE                   ,PRINCIPE DE VERGARA                               ,NUM,210,  ,Calle peatonal,,,,,0,0.0,21,0.0,70,0.0,  
122,20000172,2,ARGANZUELA          ,206,PALOS DE LA FRONTERA,11010010,1,45400,CALLE                   ,ANCORA                                            ,NUM,28,28045,1,Puerta Calle,1,Abierto,10,,PB,03,,,BAR SORIA,1,Anual,1,Abierta,37.41,37.41,30/04/2014,11010010,1,45400,CALLE                   ,ANCORA                                            ,NUM,28,  ,Acera,10:00:00,00:00:00,10:00:00,00:00:00,0,0.0,9,0.0,36,0.0,  
1023,40001888,4,SALAMANCA           ,406,CASTELLANA          ,11019769,1,238100,CALLE                   ,DIEGO DE LEON                                     ,NUM,10,28006,1,Puerta Calle,1,Abierto,20,,PB,,,,DE PARTIDA,1,Anual,1,Abierta,29.21,29.21,04/11/2014,11019769,1,238100,CALLE                   ,DIEGO DE LEON                                     ,NUM,10,  ,Acera,08:00:00,00:00:00,08:00:00,00:00:00,0,0.0,18,14.0,41,30.0,  
95,270184841,18,VILLA DE VALLECAS   ,1802,SANTA EUGENIA       ,11131611,1,614050,CALLE                   ,PUENTELARRA                                       ,NUM,7,28031,1,Puerta Calle,1,Abierto,50,,PB,12,,,CERVECERIA LA TORRE,1,Anual,1,Abierta,45.15,45.15,28/04/2014,31011646,1,614050,CALLE                   ,PUENTELARRA                                       ,NUM,7, A,Acera,08:00:00,01:00:00,08:00:00,01:00:00,0,0.0,18,18.0,64,64.0,  
773,20000948,2,ARGANZUELA          ,202,ACACIAS             ,11008668,1,274600,PASEO                   ,ESPERANZA                                         ,NUM,57,28005,1,Puerta Calle,1,Abierto,20,,PB,E,,,TABERNA EL FORO,1,Anual,1,Abierta,10.64,10.64,01/08/2014,11008668,1,274600,PASEO                   ,ESPERANZA                                         ,NUM,57,  ,Acera,10:00:00,00:00:00,10:00:00,00:00:00,0,0.0,6,6.0,12,12.0,  
102,270456985,17,VILLAVERDE          ,1701,SAN ANDRES          ,11123229,1,18100,PASEO                   ,ALBERTO PALACIOS                                  ,NUM,83,28021,1,Puerta Calle,1,Abierto,10,,PB,B,,,LA FAMILIA,1,Anual,1,Abierta,99.12,45.75,30/04/2014,11123229,1,18100,PASEO                   ,ALBERTO PALACIOS                                  ,NUM,83,  ,Acera,08:00:00,01:00:00,08:00:00,01:00:00,0,0.0,16,8.0,52,16.0,  
781,270309268,2,ARGANZUELA          ,201,IMPERIAL            ,11008234,1,602500,PASEO                   ,PONTONES                                          ,NUM,21,28005,1,Puerta Calle,1,Abierto,20,,PB,03,,,BAR PONTONES,2,Estacional,1,Abierta,15.84,,31/12/9999,31063812,1,602500,PASEO                   ,PONTONES                                          ,NUM,21, B,Acera,,,,,0,0.0,11,0.0,22,0.0,  
